Question,Answers,Comment,Instructions,Render as
紅葉,こうよう,(読L15-II) [n.] autumn leaves/colors,Type the reading!,Image
混む,こむ,"(読L15-II, 会L17) [u-v.] to get crowded",Type the reading!,Image
混んでいる,こんでいる,(読L15-II) [exp.] to be crowded,Type the reading!,Image
最近,さいきん,(会L15) [adv.] recently,Type the reading!,Image
探す,さがす,(会L15) [u-v.] to look for,Type the reading!,Image
誘う,さそう,(会L15) [u-v.] to invite,Type the reading!,Image
参加する,さんかする,(会L15) [irr-v.] to participate ,Type the reading!,Image
鹿,しか,(読L15-II) [n.] deer,Type the reading!,Image
地震,じしん,(会L15) [n.] earthquake,Type the reading!,Image
自然,しぜん,(読L15-II) [n.] nature,Type the reading!,Image
島,しま,(読L15-II) [n.] island,Type the reading!,Image
ジャケット,ジャケット,(会L15) [n.] jacket,Type the reading!,Image
しゃべる,しゃべる,(会L15) [u-v.] to chat,Type the reading!,Image
習慣,しゅうかん,(会L15) [n.] custom,Type the reading!,Image
主人,しゅじん,(読L15-II) [n.] head of a familiy,Type the reading!,Image
調べる,しらべる,(会L15) [ru-v.] to look into (a matter) ,Type the reading!,Image
シングル,シングル,(会L15(e)) [n.] single room,Type the reading!,Image
スクランブル交差点,スクランブルこうさてん,(読L15-II) [n.] scramble crossing,Type the reading!,Image
税金,ぜいきん,(会L15) [n.] tax,Type the reading!,Image
卒業式,そつぎょうしき,(会L15) [n.] graduation ceremony,Type the reading!,Image
卒業する,そつぎょうする,(会L15) [irr-v.] to graduate (from . . . ) ,Type the reading!,Image
そば,そば,(会L15) [n.] soba; Japanese buckwheat noodles,Type the reading!,Image
大浴場,だいよくじょう,(会L15(e)) [n.] large spa,Type the reading!,Image
竹,たけ,(読L15-II) [n.] bamboo,Type the reading!,Image
建物,たてもの,(会L15) [n.] building,Type the reading!,Image
楽しみです,たのしみです,(会L15) [exp.] cannot wait; to look forward to it,Type the reading!,Image
楽しむ,たのしむ,(読L15-II) [u-v.] to enjoy,Type the reading!,Image
ダブル,ダブル,(会L15(e)) [n.] double room,Type the reading!,Image
チェックアウト（する）,チェックアウト（する）,(会L15(e)) [irr-v.] checking out,Type the reading!,Image
チェックイン（する）,チェックイン（する）,(会L15(e)) [irr-v.] checking in,Type the reading!,Image
地下,ちか,(読L15-II) [n.] underground,Type the reading!,Image
地図,ちず,(会L15) [n.] map,Type the reading!,Image
朝食付き,ちょうしょくつき,(会L15(e)) [n.] with breakfast,Type the reading!,Image
ツイン,ツイン,(会L15(e)) [n.] twin room,Type the reading!,Image
電池,でんち,(会L15) [n.] battery,Type the reading!,Image
通る,とおる,(読L15-II) [u-v.] to go through; to pass,Type the reading!,Image
トロッコ列車,トロッコれっしゃ,(読L15-II) [n.] small train usually for tourists,Type the reading!,Image
庭,にわ,(会L15) [n.] garden,Type the reading!,Image
残す,のこす,(読L15-II) [u-v.] to leave; to preserve,Type the reading!,Image
～泊,～はく,(会L15(e)) [suf.] . . . nights,Type the reading!,Image
場所,ばしょ,"(読L15-II, 会L23) [n.] place",Type the reading!,Image
発表する,はっぴょうする,(会L15) [irr-v.] to make a presentation; to make public ,Type the reading!,Image
日,ひ,"(読L15-II, 会L16) [n.] day",Type the reading!,Image
ファッション,ファッション,(読L15-II) [n.] fashion,Type the reading!,Image
プール,プール,(会L15) [n.] swimming pool,Type the reading!,Image
フロント,フロント,(会L15(e)) [n.] receptionist; front desk,Type the reading!,Image
平和,へいわ,(読L15-II) [n.] peace,Type the reading!,Image
平和記念資料館,へいわきねんしりょうかん,(読L15-II) [n.] Peace Memorial Museum,Type the reading!,Image
ペット,ペット,(会L15) [n.] pet,Type the reading!,Image
保険,ほけん,(会L15) [n.] insurance,Type the reading!,Image
保険に入る,ほけんにはいる,(会L15) [u-v.] to buy insurance,Type the reading!,Image
待ち合わせをする,まちあわせをする,(読L15-II) [irr-v.] to meet up ,Type the reading!,Image
見える,みえる,(会L15) [ru-v.] to be visible ,Type the reading!,Image
～目,～め,(会L15) [suf.] =-th,Type the reading!,Image
～名,～めい,(会L15(e)) [suf.] . . . person(s),Type the reading!,Image
もう一度,もういちど,(会L15) [adv.] one more time,Type the reading!,Image
予定,よてい,(会L15) [n.] schedule; plan,Type the reading!,Image
予約する,よやくする,(会L15) [irr-v.] to reserve ,Type the reading!,Image
旅館,りょかん,(会L15) [n.] Japanese inn,Type the reading!,Image
若者,わかもの,(読L15-II) [n.] young people,Type the reading!,Image
割引券,わりびきけん,(会L15) [n.] discount coupon,Type the reading!,Image
アイロンをかける,アイロンをかける,(会L16) [ru-v.] to iron (clothes) ,Type the reading!,Image
朝寝坊する,あさねぼうする,(会L16) [irr-v.] to oversleep ,Type the reading!,Image
集める,あつめる,(会L16) [ru-v.] to collect ,Type the reading!,Image
～以外,～いがい,(会L16) [suf.] other than . . .,Type the reading!,Image
入れる,いれる,(会L16) [ru-v.] to put (something) in ,Type the reading!,Image
写す,うつす,(読L16-II) [u-v.] to copy,Type the reading!,Image
ええと,ええと,(会L16) [exp.] well . . . ; let me see . . .,Type the reading!,Image
駅員（さん）,えきいん（さん）,(会L16) [n.] station attendant,Type the reading!,Image
大きさ,おおきさ,(会L16) [n.] size,Type the reading!,Image
起こす,おこす,(会L16) [u-v.] to wake (someone) up,Type the reading!,Image
おごる,おごる,(会L16) [u-v.] to treat (someone) to a meal,Type the reading!,Image
落ち込む,おちこむ,(会L16) [u-v.] to get depressed,Type the reading!,Image
親,おや,(会L16) [n.] parent,Type the reading!,Image
かける（アイロンを）,かける（アイロンを）,(会L16) [ru-v.] to iron (clothes) ,Type the reading!,Image
貸す,かす,(会L16) [u-v.] to lend,Type the reading!,Image
汚い,きたない,(会L16) [い-adj.] dirty,Type the reading!,Image
期末試験,きまつしけん,(会L16) [n.] final examination,Type the reading!,Image
今日中に,きょうじゅうに,(会L16) [adv.] by the end of today,Type the reading!,Image
研究,けんきゅう,(会L16) [n.] research,Type the reading!,Image
このぐらい,このぐらい,(会L16) [adv.] about this much,Type the reading!,Image
困る,こまる,(会L16) [u-v.] to have difficulty,Type the reading!,Image
ごみ,ごみ,(会L16) [n.] garbage,Type the reading!,Image
ごめん,ごめん,(会L16) [exp.] I’m sorry. (casual),Type the reading!,Image
砂糖,さとう,(会L16) [n.] sugar,Type the reading!,Image
実は,じつは,(会L16) [adv.] actually; in fact,Type the reading!,Image
失礼します,しつれいします,(会L16) [exp.] Excuse me.; Sorry to interrupt you.,Type the reading!,Image
自分で,じぶんで,(会L16) [adv.] (do something) by oneself,Type the reading!,Image
授業中に,じゅぎょうちゅうに,(会L16) [adv.] in class; during the class,Type the reading!,Image
奨学金,しょうがくきん,(会L16) [n.] scholarship,Type the reading!,Image
小学生,しょうがくせい,(読L16-II) [n.] elementary school students,Type the reading!,Image
親せき,しんせき,(会L16) [n.] relatives,Type the reading!,Image
推薦状,すいせんじょう,(会L16) [n.] letter of recommendation,Type the reading!,Image
すると,すると,(読L16-II) [adv.] . . . Then . . .,Type the reading!,Image
説明する,せつめいする,(会L16) [irr-v.] to explain ,Type the reading!,Image
空,そら,(読L16-II) [n.] sky,Type the reading!,Image
そんな～,そんな～,"(読L16-II, 会L23) [pre.] such . . . ; that kind of . . .",Type the reading!,Image
大学院,だいがくいん,(会L16) [n.] graduate school,Type the reading!,Image
台風,たいふう,(会L16) [n.] typhoon,Type the reading!,Image
出す,だす,(会L16) [u-v.] to take (something) out; to hand in (something),Type the reading!,Image
助ける,たすける,"(読L16-II, 会L22) [ru-v.] to help; to rescue ",Type the reading!,Image
違う,ちがう,"(読L16-II, 会L23) [u-v.] to be different; to be wrong",Type the reading!,Image
続く,つづく,(読L16-II) [u-v.] to continue,Type the reading!,Image
連れていく,つれていく,(会L16) [u-v.] to take (someone) to (a place),Type the reading!,Image
道具,どうぐ,(読L16-II) [n.] tool,Type the reading!,Image
どこでも,どこでも,(読L16-II) [adv.] anywhere,Type the reading!,Image
飛ぶ,とぶ,(読L16-II) [u-v.] to fly,Type the reading!,Image
直す,なおす,(会L16) [u-v.] to correct; to fix,Type the reading!,Image
～のようなもの,～のようなもの,(読L16-II) [exp.] something like . . .,Type the reading!,Image
乗り遅れる,のりおくれる,"(会L16) [ru-v.] to miss (a train, bus, etc.) ",Type the reading!,Image
番組,ばんぐみ,(読L16-II) [n.] broadcast program,Type the reading!,Image
秘密,ひみつ,"(読L16-II, 会L17) [n.] secret",Type the reading!,Image
ファイル,ファイル,(会L16) [n.] (file) folder; portfolio; file,Type the reading!,Image
他の,ほかの,(会L16) [pre.] other,Type the reading!,Image
ポケット,ポケット,(読L16-II) [n.] pocket,Type the reading!,Image
味方,みかた,(読L16-II) [n.] person on one’s side,Type the reading!,Image
見せる,みせる,(会L16) [ru-v.] to show ,Type the reading!,Image
道,みち,(会L16) [n.] way; road; directions,Type the reading!,Image
道に迷う,みちにまよう,(会L16) [u-v.] to become lost; to lose one’s way,Type the reading!,Image
見つかる,みつかる,(会L16) [u-v.] to be found,Type the reading!,Image
未来,みらい,(読L16-II) [n.] future,Type the reading!,Image
迎えに行く,むかえにいく,(会L16) [u-v.] to go to pick up,Type the reading!,Image
迎えに来る,むかえにくる,(会L16) [irr-v.] to come to pick up ,Type the reading!,Image
戻る,もどる,"(読L16-II, 会L20) [u-v.] to return; to come/go back",Type the reading!,Image
訳す,やくす,(会L16) [u-v.] to translate,Type the reading!,Image
弱い,よわい,(読L16-II) [い-adj.] weak,Type the reading!,Image
ロボット,ロボット,(読L16-II) [n.] robot,Type the reading!,Image
笑う,わらう,(会L16) [u-v.] to laugh,Type the reading!,Image
赤ちゃん,あかちゃん,(会L17) [n.] baby,Type the reading!,Image
危ない,あぶない,(会L17) [い-adj.] dangerous,Type the reading!,Image
いれる,いれる,"(会L17) [ru-v.] to make tea, coffee, etc. ",Type the reading!,Image
うらやましい,うらやましい,(会L17) [い-adj.] envious,Type the reading!,Image
影響を受ける,えいきょうをうける,(読L17-II) [ru-v.] to be affected ,Type the reading!,Image
選ぶ,えらぶ,(会L17) [u-v.] to choose; to select,Type the reading!,Image
お祈りする,おいのりする,(会L17) [irr-v.] to pray ,Type the reading!,Image
お客さん,おきゃくさん,(会L17) [n.] guest; visitor; client; customer,Type the reading!,Image
おめでとうございます,おめでとうございます,(会L17) [exp.] Congratulations!,Type the reading!,Image
主に,おもに,(読L17-II) [adv.] mainly,Type the reading!,Image
お湯,おゆ,(会L17) [n.] hot water,Type the reading!,Image
お湯を沸かす,おゆをわかす,(会L17) [u-v.] to boil water,Type the reading!,Image
鍵,かぎ,(会L17) [n.] lock; key,Type the reading!,Image
鍵をかける,かぎをかける,(会L17) [ru-v.] to lock ,Type the reading!,Image
かける（鍵を）,かける（かぎを）,(会L17) [ru-v.] to lock ,Type the reading!,Image
かける（パーマを）,かける（パーマを）,(会L17(e)) [ru-v.] to have one’s hair permed ,Type the reading!,Image
火事,かじ,(会L17) [n.] fire,Type the reading!,Image
数える,かぞえる,(読L17-II) [ru-v.] to count ,Type the reading!,Image
カット,カット,(会L17(e)) [n.] cut,Type the reading!,Image
～かな（あ）,～かな（あ）,(会L17) [part.] I wonder . . . (casual),Type the reading!,Image
紙,かみ,(会L17) [n.] paper,Type the reading!,Image
髪形,かみがた,(会L17(e)) [n.] hairstyle,Type the reading!,Image
髪をとかす,かみをとかす,(会L17) [u-v.] to comb one’s hair,Type the reading!,Image
カラー,カラー,(会L17(e)) [n.] hair coloring,Type the reading!,Image
刈る,かる,(会L17(e)) [u-v.] to crop,Type the reading!,Image
完成する,かんせいする,(読L17-II) [irr-v.] to be completed ,Type the reading!,Image
給料,きゅうりょう,(会L17) [n.] salary,Type the reading!,Image
雲,くも,(読L17-II) [n.] cloud,Type the reading!,Image
芸術,げいじゅつ,(読L17-II) [n.] art,Type the reading!,Image
化粧する,けしょうする,(会L17) [irr-v.] to put makeup on ,Type the reading!,Image
コンタクト（レンズ）,コンタクト（レンズ）,(会L17) [n.] contact lenses,Type the reading!,Image
最悪,さいあく（な）,(会L17) [な-adj.] the worst,Type the reading!,Image
作品,さくひん,"(読L17-II) [n.] work (of art, etc.)",Type the reading!,Image
サラリーマン,サラリーマン,(会L17) [n.] salaryman; office worker,Type the reading!,Image
詩,し,(読L17-II) [n.] poem,Type the reading!,Image
しかし,しかし,(読L17-II) [adv.] however,Type the reading!,Image
シャンプー,シャンプー,"(会L17(e), 会L18) [n.] shampoo",Type the reading!,Image
就職する,しゅうしょくする,(会L17) [irr-v.] to get a full-time job (at . . . ) ,Type the reading!,Image
銃で撃たれる,じゅうでうたれる,(読L17-II) [exp.] to be shot,Type the reading!,Image
首相,しゅしょう,(会L17) [n.] prime minister,Type the reading!,Image
主夫,しゅふ,(読L17-II) [n.] house husband,Type the reading!,Image
準備,じゅんび,(会L17) [n.] preparation,Type the reading!,Image
ショッピングモール,ショッピングモール,(会L17) [n.] shopping mall,Type the reading!,Image
ずいぶん,ずいぶん,(会L17) [adv.] very,Type the reading!,Image
すく,すく,(会L17(e)) [u-v.] thin out (hair),Type the reading!,Image
少ない,すくない,(会L17) [い-adj.] a little; a few,Type the reading!,Image
スプーン,スプーン,(会L17) [n.] spoon,Type the reading!,Image
セット,セット,(会L17(e)) [n.] set,Type the reading!,Image
1960年代,せんきゅうひゃくろくじゅうねんだい,(読L17-II) [n.] 1960’s,Type the reading!,Image
そうか,そうか,(会L17) [exp.] I see. (casual),Type the reading!,Image
その後,そのご,(読L17-II) [adv.] after that,Type the reading!,Image
そめる,そめる,(会L17(e)) [ru-v.] to dye ,Type the reading!,Image
そる,そる,(会L17(e)) [u-v.] to shave,Type the reading!,Image
そろえる,そろえる,(会L17(e)) [ru-v.] to make hair even; to trim ,Type the reading!,Image
大ヒット,だいヒット,(読L17-II) [n.] big hit,Type the reading!,Image
宝くじ,たからくじ,(会L17) [n.] lottery,Type the reading!,Image
宝くじに当たる,たからくじにあたる,(会L17) [u-v.] to win a lottery,Type the reading!,Image
足りる,たりる,(会L17) [ru-v.] to be sufficient; to be enough ,Type the reading!,Image
違い,ちがい,(会L17) [n.] difference,Type the reading!,Image
都合が悪い,つごうがわるい,(会L17) [い-adj.] inconvenient; to have a scheduling conflict,Type the reading!,Image
強い,つよい,(会L17) [い-adj.] strong,Type the reading!,Image
天井,てんじょう,(読L17-II) [n.] ceiling,Type the reading!,Image
電子レンジ,でんしレンジ,(会L17) [n.] microwave oven,Type the reading!,Image
展覧会,てんらんかい,(読L17-II) [n.] art exhibition,Type the reading!,Image
名前をつける,なまえをつける,(読L17-II) [ru-v.] to name ,Type the reading!,Image
慣れる,なれる,(会L17) [ru-v.] to get used to . . . ,Type the reading!,Image
何度も,なんども,"(読L17-II, 会L22) [adv.] many times",Type the reading!,Image
～に比べて,～にくらべて,(会L17) [part.] compared with . . .,Type the reading!,Image
ニュース,ニュース,(会L17) [n.] news,Type the reading!,Image
～によると,～によると,(会L17) [part.] according to . . .,Type the reading!,Image
脱ぐ,ぬぐ,(会L17) [u-v.] to take off (clothes),Type the reading!,Image
～のための,～のための,(読L17-II) [suf.] for the sake of . . .,Type the reading!,Image
パーマ,パーマ,(会L17(e)) [n.] perm,Type the reading!,Image
パーマをかける,パーマをかける,(会L17(e)) [ru-v.] to have one’s hair permed ,Type the reading!,Image
俳句,はいく,(読L17-II) [n.] haiku,Type the reading!,Image
はしご,はしご,(読L17-II) [n.] ladders,Type the reading!,Image
パンダ,パンダ,(会L17) [n.] panda,Type the reading!,Image
ヒーター,ヒーター,(会L17) [n.] heater,Type the reading!,Image
ひげ,ひげ,(会L17) [n.] beard,Type the reading!,Image
ひげをそる,ひげをそる,(会L17) [u-v.] to shave one’s beard,Type the reading!,Image
ブーツ,ブーツ,(会L17) [n.] boots,Type the reading!,Image
ブロー,ブロー,(会L17(e)) [n.] blow-dry,Type the reading!,Image
分野,ぶんや,(読L17-II) [n.] field; realm,Type the reading!,Image
前,まえ,"(会L17, 会L4) [suf., n.] before . . .; front",Type the reading!,Image
虫めがね,むしめがね,(読L17-II) [n.] magnifying glass,Type the reading!,Image
文字,もじ,(読L17-II) [n.] letter; character,Type the reading!,Image
湯,ゆ,(会L17) [n.] hot water,Type the reading!,Image
離婚する,りこんする,(会L17) [irr-v.] to get a divorce ,Type the reading!,Image
旅行会社,りょこうがいしゃ,(会L17) [n.] travel agency,Type the reading!,Image
明るい,あかるい,"(会L18, 読L11-II) [い-adj.] bright; cheerful",Type the reading!,Image
開く,あく,(会L18) [u-v.] (something) opens,Type the reading!,Image
後,"あと,（〜の）あと","(会L18, 読L8-II, 会L11) [n., exp.] the rest; after (an event)",Type the reading!,Image
謝る,あやまる,(会L18) [u-v.] to apologize,Type the reading!,Image
～以上,～いじょう,(読L18-II) [suf.] . . . or more,Type the reading!,Image
今すぐ,いますぐ,(会L18) [adv.] right away,Type the reading!,Image
おかげで,おかげで,(会L18) [part.] thanks to . . .,Type the reading!,Image
お先に失礼します,おさきにしつれいします,"(会L18) [exp.] See you. (lit., I’m leaving ahead of you.)",Type the reading!,Image
押す,おす,(会L18) [u-v.] to press; to push,Type the reading!,Image
落ちる,おちる,(会L18) [ru-v.] (something) drops ,Type the reading!,Image
お疲れ様（でした）,おつかれさま（でした）,(会L18) [exp.] You must be tired after working so hard. (greeting between friends and coworkers),Type the reading!,Image
落とす,おとす,(会L18) [u-v.] to drop (something),Type the reading!,Image
お湯が沸く,おゆがわく,(会L18) [u-v.] water boils,Type the reading!,Image
片付ける,かたづける,(会L18) [ru-v.] to tidy up ,Type the reading!,Image
家庭教師,かていきょうし,(読L18-III) [n.] tutor,Type the reading!,Image
考える,かんがえる,(会L18) [ru-v.] to think (about); to consider ,Type the reading!,Image
消える,きえる,(会L18) [ru-v.] (something) goes off ,Type the reading!,Image
暗い,くらい,(会L18) [い-adj.] dark,Type the reading!,Image
携帯（電話）,けいたい（でんわ）,(会L18) [n.] cell phone,Type the reading!,Image
転ぶ,ころぶ,(会L18) [u-v.] to fall down,Type the reading!,Image
壊す,こわす,(会L18) [u-v.] to break (something),Type the reading!,Image
壊れる,こわれる,(会L18) [ru-v.] (something) breaks ,Type the reading!,Image
咲く,さく,(会L18) [u-v.] to bloom,Type the reading!,Image
桜,さくら,(会L18) [n.] cherry blossom,Type the reading!,Image
親しい,したしい,(読L18-III) [い-adj.] close; intimate,Type the reading!,Image
閉まる,しまる,(会L18) [u-v.] (something) closes,Type the reading!,Image
収入,しゅうにゅう,(読L18-II) [n.] income,Type the reading!,Image
しょう油,しょうゆ,(会L18) [n.] soy sauce,Type the reading!,Image
食費,しょくひ,(読L18-III) [n.] cost of food,Type the reading!,Image
女子学生,じょしがくせい,(読L18-II) [n.] female student,Type the reading!,Image
スイッチ,スイッチ,(会L18) [n.] switch,Type the reading!,Image
スープ,スープ,(会L18) [n.] soup,Type the reading!,Image
スカート,スカート,(会L18) [n.] skirt,Type the reading!,Image
生活のゆとり,せいかつのゆとり,(読L18-II) [n.] extra money to spare for the cost of living,Type the reading!,Image
生活費,せいかつひ,(読L18-II) [n.] the cost of living,Type the reading!,Image
外,そと,(会L18) [n.] outside,Type the reading!,Image
ソファ,ソファ,(会L18) [n.] sofa,Type the reading!,Image
大切,たいせつ（な）,(会L18) [な-adj.] precious; important,Type the reading!,Image
タオル,タオル,(会L18) [n.] towel,Type the reading!,Image
助かる,たすかる,(会L18) [u-v.] to be saved; to be helped,Type the reading!,Image
頼む,たのむ,(会L18) [u-v.] to ask (a favor),Type the reading!,Image
～（ん）だろう,～（ん）だろう,(会L18) [exp.] short form of ～（ん）でしょう,Type the reading!,Image
男子学生,だんしがくせい,(読L18-II) [n.] male student,Type the reading!,Image
力仕事,ちからしごと,(読L18-III) [n.] physical labor (such as construction),Type the reading!,Image
注文する,ちゅうもんする,(会L18) [irr-v.] to place an order ,Type the reading!,Image
貯金する,ちょきんする,(読L18-II) [irr-v.] to deposit money (in a bank) ,Type the reading!,Image
つく,つく,(会L18) [u-v.] (something) turns on,Type the reading!,Image
どうしよう,どうしよう,(会L18) [exp.] What should I/we do?,Type the reading!,Image
初めは,はじめは,(読L18-III) [adv.] at first,Type the reading!,Image
恥ずかしい,はずかしい,(会L18) [い-adj.] embarrassing; to feel embarrassed,Type the reading!,Image
バナナ,バナナ,(会L18) [n.] banana,Type the reading!,Image
引っ越し,ひっこし,(読L18-III) [n.] moving,Type the reading!,Image
ポップコーン,ポップコーン,(会L18) [n.] popcorn,Type the reading!,Image
毎月,まいつき,(読L18-III) [n.] every month,Type the reading!,Image
～未満,～みまん,(読L18-II) [suf.] less than . . .,Type the reading!,Image
虫,むし,(会L18) [n.] insect,Type the reading!,Image
無理,むり（な）,(会L18) [な-adj.] impossible,Type the reading!,Image
目的,もくてき,(読L18-II) [n.] object; purpose,Type the reading!,Image
家賃,やちん,(会L18) [n.] rent,Type the reading!,Image
夕方,ゆうがた,(会L18) [n.] evening,Type the reading!,Image
洋服,ようふく,(読L18-II) [n.] clothes,Type the reading!,Image
汚す,よごす,(会L18) [u-v.] to make dirty,Type the reading!,Image
汚れる,よごれる,(会L18) [ru-v.] to become dirty ,Type the reading!,Image
冷蔵庫,れいぞうこ,(会L18) [n.] refrigerator,Type the reading!,Image
ろうそく,ろうそく,(会L18) [n.] candle,Type the reading!,Image
ワンルームマンション,ワンルームマンション,(読L18-III) [n.] studio apartment,Type the reading!,Image
いかが,いかが,(読L19-II) [adv.] how (polite expression of どう),Type the reading!,Image
いらっしゃる,いらっしゃる,"(会L19) [u-v.] honorific expression for いく, くる, and いる",Type the reading!,Image
受ける,うける,"(読L19-III, 会L22) [ru-v.] to take (an examination) ",Type the reading!,Image
遠慮する,えんりょする,(会L19) [irr-v.] to hold back for the time being; to refrain from ,Type the reading!,Image
奥様,おくさま,(会L19) [n.] (your/someone’s) wife (polite),Type the reading!,Image
お子さん,おこさん,(会L19) [n.] (your/someone’s) child (polite),Type the reading!,Image
お世話になる,おせわになる,"(読L19-II, 会L23) [u-v.] to be in someone’s care",Type the reading!,Image
おっしゃる,おっしゃる,(会L19) [u-v.] honorific expression for いう,Type the reading!,Image
思い出す,おもいだす,(読L19-II) [u-v.] to recall,Type the reading!,Image
お休みになる,おやすみになる,(会L19) [u-v.] honorific expression for ねる,Type the reading!,Image
お礼,おれい,(会L19) [n.] expression of gratitude,Type the reading!,Image
かける,かける,(会L19) [ru-v.] to sit down ,Type the reading!,Image
決まる,きまる,(会L19) [u-v.] to be decided,Type the reading!,Image
下さる,くださる,(会L19) [u-v.] honorific expression for くれる,Type the reading!,Image
敬語,けいご,(会L19) [n.] honorific language,Type the reading!,Image
国際,こくさい,(読L19-III) [n.] international,Type the reading!,Image
ごちそうする,ごちそうする,(会L19) [irr-v.] to treat/invite (someone) to a meal ,Type the reading!,Image
ご覧になる,ごらんになる,(会L19) [u-v.] honorific expression for みる,Type the reading!,Image
種類,しゅるい,(会L19) [n.] a kind; a sort,Type the reading!,Image
しょうぎ,しょうぎ,(読L19-II) [n.] Japanese chess,Type the reading!,Image
少々,しょうしょう,(会L19) [adv.] a few seconds,Type the reading!,Image
招待する,しょうたいする,(会L19) [irr-v.] to invite someone (to an event/a place) ,Type the reading!,Image
知り合う,しりあう,(会L19) [u-v.] to get acquainted with,Type the reading!,Image
性格,せいかく,(会L19) [n.] personality,Type the reading!,Image
それで,それで,(会L19) [adv.] then; therefore,Type the reading!,Image
それでは,それでは,(読L19-II) [adv.] well then,Type the reading!,Image
大切にする,たいせつにする,(読L19-II) [irr-v.] to take good care of ,Type the reading!,Image
たいへん,たいへん,(読L19-II) [adv.] greatly,Type the reading!,Image
たつ,たつ,(読L19-II) [u-v.] (time) pass,Type the reading!,Image
～中,～ちゅう,(読L19-II) [suf.] while . . .,Type the reading!,Image
中学生,ちゅうがくせい,(会L19) [n.] junior high school student,Type the reading!,Image
～ていらっしゃる,～ていらっしゃる,(会L19) [u-v.] honorific expression for ～ている,Type the reading!,Image
電気工学,でんきこうがく,(読L19-III) [n.] electrical engineering,Type the reading!,Image
どうぞよろしくお願いします,どうぞよろしくおねがいします,(読L19-III) [exp.] Thank you in advance.,Type the reading!,Image
どちら,どちら,"(会L19, 会L10) [n.] where (polite); which",Type the reading!,Image
突然,とつぜん,(読L19-III) [adv.] suddenly,Type the reading!,Image
仲がいい,なかがいい,(会L19) [い-adj.] be on good/close terms; to get along well,Type the reading!,Image
なさる,なさる,(会L19) [u-v.] honorific expression for する,Type the reading!,Image
なぜ,なぜ,(会L19) [adv.] why,Type the reading!,Image
なつかしい,なつかしい,(読L19-II) [い-adj.] to miss; to long for,Type the reading!,Image
怠け者,なまけもの,(会L19) [n.] lazy person,Type the reading!,Image
～の紹介で,～のしょうかいで,(読L19-III) [exp.] through the introduction of,Type the reading!,Image
～のために,～のために,(読L19-III) [part.] for . . .,Type the reading!,Image
恥ずかしがり屋,はずかしがりや,(会L19) [n.] shy person,Type the reading!,Image
晴れる,はれる,(会L19) [ru-v.] to become sunny ,Type the reading!,Image
引っ越す,ひっこす,(会L19) [u-v.] to move (to another place to live),Type the reading!,Image
部長,ぶちょう,(会L19) [n.] department manager,Type the reading!,Image
本当は,ほんとうは,(会L19) [adv.] in fact; originally,Type the reading!,Image
毎朝,まいあさ,(会L19) [adv.] every morning,Type the reading!,Image
まだ,まだ,(会L19) [adv.] still,Type the reading!,Image
間違い,まちがい,(会L19) [n.] mistake,Type the reading!,Image
みな様,みなさま,(読L19-II) [n.] everyone (polite expression of みなさん),Type the reading!,Image
～名様,～めいさま,(会L19) [suf.] party of . . . people,Type the reading!,Image
召し上がる,めしあがる,(会L19) [u-v.] honorific expression for たべる and のむ,Type the reading!,Image
申し込み,もうしこみ,(読L19-III) [n.] application,Type the reading!,Image
申し訳ありません,もうしわけありません,"(読L19-III, 会L20) [exp.] You have my apologies.",Type the reading!,Image
もし～たら,もし～たら,(読L19-III) [adv.] if . . .,Type the reading!,Image
もてる,もてる,(会L19) [ru-v.] to be popular (in terms of romantic interest) ,Type the reading!,Image
友人,ゆうじん,(読L19-III) [n.] friend,Type the reading!,Image
ようこそ,ようこそ,(会L19) [exp.] Welcome.,Type the reading!,Image
呼ぶ,よぶ,(会L19) [u-v.] to call (one’s name); to invite,Type the reading!,Image
寄る,よる,(会L19) [u-v.] to stop by,Type the reading!,Image
よろしくお伝えください,よろしくおつたえください,(会L19) [exp.] Please give my best regards (to . . . ).,Type the reading!,Image
あちら,あちら,(会L20) [n.] that way (polite),Type the reading!,Image
アニメ,アニメ,(会L20) [n.] animation,Type the reading!,Image
あんなに,あんなに,(読L20-II) [adv.] so; such,Type the reading!,Image
致す,いたす,(会L20) [u-v.] extra-modest expression for する,Type the reading!,Image
頂く,いただく,(会L20) [u-v.] extra-modest expression for たべる and のむ; humble expression for もらう,Type the reading!,Image
一階,いっかい,(会L20) [n.] first floor,Type the reading!,Image
いなか,いなか,(読L20-II) [n.] countryside,Type the reading!,Image
伺う,うかがう,(会L20) [u-v.] to humbly visit; to humbly ask,Type the reading!,Image
宇宙人,うちゅうじん,(会L20) [n.] space alien,Type the reading!,Image
売れる,うれる,(読L20-II) [ru-v.] to be sold ,Type the reading!,Image
えさ,えさ,(読L20-II) [n.] feed,Type the reading!,Image
江戸,えど,(読L20-II) [n.] former name of Tokyo,Type the reading!,Image
江戸時代,えどじだい,(読L20-II) [n.] Edo period (1603－1868),Type the reading!,Image
お宅,おたく,(会L20) [n.] (someone’s) home/house,Type the reading!,Image
音,おと,(会L20) [n.] sound,Type the reading!,Image
おにぎり,おにぎり,(会L20) [n.] rice ball,Type the reading!,Image
重い,おもい,(会L20) [い-adj.] heavy; serious (illness),Type the reading!,Image
おる,おる,(会L20) [u-v.] extra-modest expression for いる,Type the reading!,Image
～階,～かい,(会L20) [suf.] . . . th floor,Type the reading!,Image
